timestamp,temperature
2025-04-14 12:18:15,22.9
2025-04-15 12:18:15,21.3
2025-04-16 12:18:15,24.6
2025-04-17 12:18:15,26.1
2025-04-18 12:18:15,16.84
2025-04-19 12:18:15,16.21
2025-04-20 12:18:15,17.24
2025-04-21 12:18:15,18.25
2025-04-22 12:18:15,20.51
