timestamp,rainfall_mm
2025-04-14 08:16:30,0.11
2025-04-15 08:16:30,0.01
2025-04-16 08:16:30,0.0
2025-04-17 08:16:30,0.2
2025-04-18 08:16:30,0.0
2025-04-19 08:16:30,0.51
2025-04-20 08:16:30,0.0
2025-04-21 08:16:30,0.35
2025-04-22 12:18:16,0.95
