timestamp,ndvi_index
2025-04-17 07:18:16,0.41
2025-04-18 08:18:30,0.397
2025-04-19 08:19:10,0.397
2025-04-20 08:20:30,0.397
2025-04-30 09:30:30,0.397
2025-04-22 12:18:16,0.397
